school,division,latitude_school,longitude_school,season,wins_rolling_2year,games_played_rolling_2year,post_season_wins_rolling_2year,point_diff_rolling_2year,win_pct_rolling_2year
Indiana,,39.1808959,-86.5256217,2022.0,8.0,20.0,0.0,-123.0,0.4
Indiana,,39.1808959,-86.5256217,2023.0,6.0,24.0,0.0,-320.0,0.25
Indiana,,39.1808959,-86.5256217,2024.0,7.0,24.0,0.0,-221.0,0.2916666666666667
Iowa,,41.6586045,-91.5510829,2010.0,,,,,
Iowa,,41.6586045,-91.5510829,2011.0,,,,,
Iowa,,41.6586045,-91.5510829,2012.0,15.0,26.0,1.0,203.0,0.5769230769230769
Iowa,,41.6586045,-91.5510829,2013.0,11.0,25.0,0.0,5.0,0.44
Iowa,,41.6586045,-91.5510829,2014.0,12.0,25.0,0.0,53.0,0.48
Iowa,,41.6586045,-91.5510829,2015.0,15.0,26.0,0.0,130.0,0.5769230769230769
Iowa,,41.6586045,-91.5510829,2016.0,19.0,27.0,0.0,182.0,0.7037037037037037
Iowa,,41.6586045,-91.5510829,2017.0,20.0,27.0,0.0,227.0,0.7407407407407407
Iowa,,41.6586045,-91.5510829,2018.0,16.0,26.0,1.0,187.0,0.6153846153846154
Iowa,,41.6586045,-91.5510829,2019.0,17.0,26.0,2.0,282.0,0.6538461538461539
Iowa,,41.6586045,-91.5510829,2020.0,19.0,26.0,2.0,327.0,0.7307692307692307
Iowa,,41.6586045,-91.5510829,2021.0,16.0,21.0,1.0,279.0,0.7619047619047619
Iowa,,41.6586045,-91.5510829,2022.0,16.0,22.0,0.0,185.0,0.7272727272727273
Iowa,,41.6586045,-91.5510829,2023.0,18.0,27.0,1.0,116.0,0.6666666666666666
Iowa,,41.6586045,-91.5510829,2024.0,18.0,27.0,1.0,66.0,0.6666666666666666
Iowa State,,42.0139977,-93.6357716,2010.0,,,,,
Iowa State,,42.0139977,-93.6357716,2011.0,,,,,
Iowa State,,42.0139977,-93.6357716,2012.0,11.0,25.0,0.0,-173.0,0.44
Iowa State,,42.0139977,-93.6357716,2013.0,12.0,26.0,0.0,-79.0,0.46153846153846156
Iowa State,,42.0139977,-93.6357716,2014.0,9.0,25.0,0.0,-126.0,0.36
Iowa State,,42.0139977,-93.6357716,2015.0,5.0,24.0,0.0,-322.0,0.20833333333333334
Iowa State,,42.0139977,-93.6357716,2016.0,5.0,24.0,0.0,-280.0,0.20833333333333334
Iowa State,,42.0139977,-93.6357716,2017.0,6.0,24.0,0.0,-136.0,0.25
Iowa State,,42.0139977,-93.6357716,2018.0,11.0,25.0,1.0,64.0,0.44
Iowa State,,42.0139977,-93.6357716,2019.0,16.0,26.0,1.0,158.0,0.6153846153846154
Iowa State,,42.0139977,-93.6357716,2020.0,15.0,26.0,0.0,131.0,0.5769230769230769
Iowa State,,42.0139977,-93.6357716,2021.0,16.0,25.0,1.0,219.0,0.64
Iowa State,,42.0139977,-93.6357716,2022.0,16.0,25.0,1.0,278.0,0.64
Iowa State,,42.0139977,-93.6357716,2023.0,11.0,25.0,0.0,139.0,0.44
Iowa State,,42.0139977,-93.6357716,2024.0,11.0,25.0,0.0,44.0,0.44
Jacksonville State,,33.8201052,-85.76647,2010.0,,,,,
Jacksonville State,,33.8201052,-85.76647,2011.0,,,,,
Jacksonville State,,33.8201052,-85.76647,2012.0,16.0,23.0,0.0,115.0,0.6956521739130435
Jacksonville State,,33.8201052,-85.76647,2013.0,13.0,22.0,0.0,-6.0,0.5909090909090909
Jacksonville State,,33.8201052,-85.76647,2014.0,9.0,14.0,0.0,47.0,0.6428571428571429
Jacksonville State,,33.8201052,-85.76647,2015.0,13.0,15.0,0.0,244.0,0.8666666666666667
Jacksonville State,,33.8201052,-85.76647,2016.0,23.0,27.0,1.0,447.0,0.8518518518518519
Jacksonville State,,33.8201052,-85.76647,2017.0,23.0,27.0,1.0,437.0,0.8518518518518519
Jacksonville State,,33.8201052,-85.76647,2018.0,20.0,24.0,0.0,318.0,0.8333333333333334
Jacksonville State,,33.8201052,-85.76647,2019.0,19.0,25.0,0.0,363.0,0.76
Jacksonville State,,33.8201052,-85.76647,2020.0,15.0,25.0,0.0,194.0,0.6
Jacksonville State,,33.8201052,-85.76647,2021.0,9.0,16.0,0.0,2.0,0.5625
Jacksonville State,,33.8201052,-85.76647,2022.0,8.0,15.0,0.0,-65.0,0.5333333333333333
Jacksonville State,,33.8201052,-85.76647,2023.0,14.0,22.0,0.0,76.0,0.6363636363636364
Jacksonville State,,33.8201052,-85.76647,2024.0,18.0,24.0,1.0,263.0,0.75
James Madison,East,38.4352919,-78.8729349,2010.0,,,,,
James Madison,East,38.4352919,-78.8729349,2011.0,,,,,
James Madison,East,38.4352919,-78.8729349,2012.0,13.0,23.0,0.0,63.0,0.5652173913043478
James Madison,East,38.4352919,-78.8729349,2013.0,15.0,24.0,0.0,120.0,0.625
James Madison,East,38.4352919,-78.8729349,2014.0,13.0,23.0,0.0,136.0,0.5652173913043478
James Madison,East,38.4352919,-78.8729349,2015.0,15.0,25.0,0.0,137.0,0.6
James Madison,East,38.4352919,-78.8729349,2016.0,18.0,25.0,0.0,274.0,0.72
James Madison,East,38.4352919,-78.8729349,2017.0,23.0,27.0,2.0,569.0,0.8518518518518519
James Madison,East,38.4352919,-78.8729349,2018.0,28.0,30.0,3.0,731.0,0.9333333333333333
James Madison,East,38.4352919,-78.8729349,2019.0,23.0,28.0,1.0,600.0,0.8214285714285714
James Madison,East,38.4352919,-78.8729349,2020.0,23.0,29.0,1.0,640.0,0.7931034482758621
James Madison,East,38.4352919,-78.8729349,2021.0,16.0,19.0,3.0,406.0,0.8421052631578947
James Madison,East,38.4352919,-78.8729349,2022.0,14.0,17.0,4.0,337.0,0.8235294117647058
James Madison,East,38.4352919,-78.8729349,2023.0,20.0,25.0,2.0,497.0,0.8
James Madison,East,38.4352919,-78.8729349,2024.0,19.0,24.0,0.0,367.0,0.7916666666666666
Kansas,,38.9629418,-95.2463686,2010.0,,,,,
Kansas,,38.9629418,-95.2463686,2011.0,,,,,
Kansas,,38.9629418,-95.2463686,2012.0,5.0,24.0,0.0,-465.0,0.20833333333333334
Kansas,,38.9629418,-95.2463686,2013.0,3.0,24.0,0.0,-471.0,0.125
Kansas,,38.9629418,-95.2463686,2014.0,4.0,24.0,0.0,-412.0,0.16666666666666666
Kansas,,38.9629418,-95.2463686,2015.0,6.0,24.0,0.0,-383.0,0.25
Kansas,,38.9629418,-95.2463686,2016.0,3.0,24.0,0.0,-555.0,0.125
Kansas,,38.9629418,-95.2463686,2017.0,2.0,24.0,0.0,-575.0,0.08333333333333333
Kansas,,38.9629418,-95.2463686,2018.0,3.0,24.0,0.0,-502.0,0.125
Kansas,,38.9629418,-95.2463686,2019.0,4.0,24.0,0.0,-371.0,0.16666666666666666
Kansas,,38.9629418,-95.2463686,2020.0,6.0,24.0,0.0,-225.0,0.25
Kansas,,38.9629418,-95.2463686,2021.0,3.0,21.0,0.0,-423.0,0.14285714285714285
Kansas,,38.9629418,-95.2463686,2022.0,2.0,21.0,0.0,-529.0,0.09523809523809523
Kansas,,38.9629418,-95.2463686,2023.0,8.0,25.0,0.0,-255.0,0.32
Kansas,,38.9629418,-95.2463686,2024.0,15.0,26.0,1.0,109.0,0.5769230769230769
Kansas State,,39.2020096,-96.5938395,2010.0,,,,,
Kansas State,,39.2020096,-96.5938395,2011.0,,,,,
Kansas State,,39.2020096,-96.5938395,2012.0,17.0,26.0,0.0,109.0,0.6538461538461539
Kansas State,,39.2020096,-96.5938395,2013.0,21.0,26.0,0.0,267.0,0.8076923076923077
Kansas State,,39.2020096,-96.5938395,2014.0,19.0,26.0,1.0,351.0,0.7307692307692307
Kansas State,,39.2020096,-96.5938395,2015.0,17.0,26.0,1.0,298.0,0.6538461538461539
Kansas State,,39.2020096,-96.5938395,2016.0,15.0,26.0,0.0,144.0,0.5769230769230769
Kansas State,,39.2020096,-96.5938395,2017.0,15.0,26.0,1.0,109.0,0.5769230769230769
Kansas State,,39.2020096,-96.5938395,2018.0,17.0,26.0,2.0,222.0,0.6538461538461539
Kansas State,,39.2020096,-96.5938395,2019.0,13.0,25.0,1.0,58.0,0.52
Kansas State,,39.2020096,-96.5938395,2020.0,13.0,25.0,0.0,72.0,0.52
Kansas State,,39.2020096,-96.5938395,2021.0,12.0,23.0,0.0,51.0,0.5217391304347826
Kansas State,,39.2020096,-96.5938395,2022.0,12.0,23.0,1.0,29.0,0.5217391304347826
Kansas State,,39.2020096,-96.5938395,2023.0,18.0,27.0,1.0,231.0,0.6666666666666666
Kansas State,,39.2020096,-96.5938395,2024.0,19.0,27.0,1.0,355.0,0.7037037037037037
Kennesaw State,,34.0289318,-84.5676234,2015.0,,,,,
Kennesaw State,,34.0289318,-84.5676234,2016.0,,,,,
Kennesaw State,,34.0289318,-84.5676234,2017.0,14.0,22.0,0.0,274.0,0.6363636363636364
Kennesaw State,,34.0289318,-84.5676234,2018.0,20.0,25.0,0.0,393.0,0.8
Kennesaw State,,34.0289318,-84.5676234,2019.0,23.0,27.0,0.0,569.0,0.8518518518518519
Kennesaw State,,34.0289318,-84.5676234,2021.0,22.0,27.0,0.0,633.0,0.8148148148148148
Kennesaw State,,34.0289318,-84.5676234,2022.0,22.0,27.0,0.0,442.0,0.8148148148148148
Kennesaw State,,34.0289318,-84.5676234,2023.0,16.0,24.0,0.0,91.0,0.6666666666666666
Kennesaw State,,34.0289318,-84.5676234,2024.0,8.0,20.0,0.0,-9.0,0.4
Kent State,,41.1390935,-81.31346,2010.0,,,,,
Kent State,,41.1390935,-81.31346,2011.0,,,,,
Kent State,,41.1390935,-81.31346,2012.0,10.0,24.0,0.0,-105.0,0.4166666666666667
Kent State,,41.1390935,-81.31346,2013.0,16.0,26.0,0.0,34.0,0.6153846153846154
Kent State,,41.1390935,-81.31346,2014.0,15.0,26.0,0.0,46.0,0.5769230769230769
Kent State,,41.1390935,-81.31346,2015.0,6.0,23.0,0.0,-213.0,0.2608695652173913
Kent State,,41.1390935,-81.31346,2016.0,5.0,23.0,0.0,-295.0,0.21739130434782608
Kent State,,41.1390935,-81.31346,2017.0,6.0,24.0,0.0,-253.0,0.25
Kent State,,41.1390935,-81.31346,2018.0,5.0,24.0,0.0,-365.0,0.20833333333333334
Kent State,,41.1390935,-81.31346,2019.0,4.0,24.0,0.0,-421.0,0.16666666666666666
Kent State,,41.1390935,-81.31346,2020.0,9.0,25.0,1.0,-187.0,0.36
Kent State,,41.1390935,-81.31346,2021.0,10.0,17.0,1.0,13.0,0.5882352941176471
Kent State,,41.1390935,-81.31346,2022.0,10.0,18.0,0.0,1.0,0.5555555555555556
Kent State,,41.1390935,-81.31346,2023.0,12.0,26.0,0.0,-53.0,0.46153846153846156
Kent State,,41.1390935,-81.31346,2024.0,6.0,24.0,0.0,-246.0,0.25
Kentucky,,38.0220905,-84.5053408,2010.0,,,,,
Kentucky,,38.0220905,-84.5053408,2011.0,,,,,
Kentucky,,38.0220905,-84.5053408,2012.0,11.0,25.0,0.0,-69.0,0.44
Kentucky,,38.0220905,-84.5053408,2013.0,7.0,24.0,0.0,-263.0,0.2916666666666667
Kentucky,,38.0220905,-84.5053408,2014.0,4.0,24.0,0.0,-285.0,0.16666666666666666
Kentucky,,38.0220905,-84.5053408,2015.0,7.0,24.0,0.0,-153.0,0.2916666666666667
Kentucky,,38.0220905,-84.5053408,2016.0,10.0,24.0,0.0,-58.0,0.4166666666666667
Kentucky,,38.0220905,-84.5053408,2017.0,12.0,25.0,0.0,-50.0,0.48
Kentucky,,38.0220905,-84.5053408,2018.0,14.0,26.0,0.0,-52.0,0.5384615384615384
Kentucky,,38.0220905,-84.5053408,2019.0,17.0,26.0,1.0,93.0,0.6538461538461539
Kentucky,,38.0220905,-84.5053408,2020.0,18.0,26.0,2.0,230.0,0.6923076923076923
Kentucky,,38.0220905,-84.5053408,2021.0,13.0,24.0,2.0,57.0,0.5416666666666666
Kentucky,,38.0220905,-84.5053408,2022.0,15.0,24.0,2.0,93.0,0.625
Kentucky,,38.0220905,-84.5053408,2023.0,17.0,26.0,1.0,153.0,0.6538461538461539
Kentucky,,38.0220905,-84.5053408,2024.0,14.0,26.0,0.0,57.0,0.5384615384615384
Liberty,,37.3544305,-79.1750239,2010.0,,,,,
Liberty,,37.3544305,-79.1750239,2011.0,,,,,
Liberty,,37.3544305,-79.1750239,2012.0,14.0,21.0,0.0,296.0,0.6666666666666666
Liberty,,37.3544305,-79.1750239,2013.0,6.0,13.0,0.0,105.0,0.46153846153846156
Liberty,,37.3544305,-79.1750239,2014.0,8.0,15.0,0.0,224.0,0.5333333333333333
Liberty,,37.3544305,-79.1750239,2015.0,17.0,26.0,0.0,311.0,0.6538461538461539
Liberty,,37.3544305,-79.1750239,2016.0,15.0,25.0,0.0,64.0,0.6
Liberty,,37.3544305,-79.1750239,2017.0,12.0,22.0,0.0,5.0,0.5454545454545454
Liberty,,37.3544305,-79.1750239,2018.0,12.0,22.0,0.0,40.0,0.5454545454545454
Liberty,,37.3544305,-79.1750239,2019.0,12.0,23.0,0.0,-19.0,0.5217391304347826
Liberty,,37.3544305,-79.1750239,2020.0,14.0,25.0,1.0,19.0,0.56
Liberty,,37.3544305,-79.1750239,2021.0,18.0,24.0,2.0,256.0,0.75
Liberty,,37.3544305,-79.1750239,2022.0,18.0,24.0,2.0,351.0,0.75
Liberty,,37.3544305,-79.1750239,2023.0,16.0,26.0,1.0,195.0,0.6153846153846154
Liberty,,37.3544305,-79.1750239,2024.0,21.0,27.0,0.0,234.0,0.7777777777777778
Louisiana,West,30.2158434,-92.0417371,2010.0,,,,,
Louisiana,West,30.2158434,-92.0417371,2011.0,,,,,
Louisiana,West,30.2158434,-92.0417371,2012.0,12.0,25.0,1.0,-144.0,0.48
Louisiana,West,30.2158434,-92.0417371,2013.0,18.0,26.0,2.0,128.0,0.6923076923076923
Louisiana,West,30.2158434,-92.0417371,2014.0,18.0,26.0,2.0,191.0,0.6923076923076923
Louisiana,West,30.2158434,-92.0417371,2015.0,18.0,26.0,2.0,140.0,0.6923076923076923
Louisiana,West,30.2158434,-92.0417371,2016.0,13.0,25.0,1.0,-20.0,0.52
Louisiana,West,30.2158434,-92.0417371,2017.0,10.0,25.0,0.0,-87.0,0.4
Louisiana,West,30.2158434,-92.0417371,2018.0,11.0,25.0,0.0,-164.0,0.44
Louisiana,West,30.2158434,-92.0417371,2019.0,12.0,26.0,0.0,-174.0,0.46153846153846156
Louisiana,West,30.2158434,-92.0417371,2020.0,18.0,28.0,1.0,223.0,0.6428571428571429
Louisiana,West,30.2158434,-92.0417371,2021.0,21.0,25.0,2.0,383.0,0.84
Louisiana,West,30.2158434,-92.0417371,2022.0,23.0,25.0,2.0,304.0,0.92
Louisiana,West,30.2158434,-92.0417371,2023.0,19.0,27.0,1.0,219.0,0.7037037037037037
Louisiana,West,30.2158434,-92.0417371,2024.0,12.0,26.0,0.0,89.0,0.46153846153846156
Louisiana Tech,,32.5321487,-92.6560019,2010.0,,,,,
Louisiana Tech,,32.5321487,-92.6560019,2011.0,,,,,
Louisiana Tech,,32.5321487,-92.6560019,2012.0,13.0,25.0,0.0,43.0,0.52
Louisiana Tech,,32.5321487,-92.6560019,2013.0,17.0,25.0,0.0,246.0,0.68
Louisiana Tech,,32.5321487,-92.6560019,2014.0,13.0,24.0,0.0,71.0,0.5416666666666666
Louisiana Tech,,32.5321487,-92.6560019,2015.0,13.0,26.0,1.0,92.0,0.5
Louisiana Tech,,32.5321487,-92.6560019,2016.0,18.0,27.0,2.0,316.0,0.6666666666666666
Louisiana Tech,,32.5321487,-92.6560019,2017.0,18.0,27.0,2.0,289.0,0.6666666666666666
Louisiana Tech,,32.5321487,-92.6560019,2018.0,16.0,27.0,2.0,216.0,0.5925925925925926
Louisiana Tech,,32.5321487,-92.6560019,2019.0,15.0,26.0,2.0,88.0,0.5769230769230769
Louisiana Tech,,32.5321487,-92.6560019,2020.0,18.0,26.0,2.0,160.0,0.6923076923076923
Louisiana Tech,,32.5321487,-92.6560019,2021.0,15.0,23.0,1.0,58.0,0.6521739130434783
Louisiana Tech,,32.5321487,-92.6560019,2022.0,8.0,22.0,0.0,-152.0,0.36363636363636365
Louisiana Tech,,32.5321487,-92.6560019,2023.0,6.0,24.0,0.0,-179.0,0.25
Louisiana Tech,,32.5321487,-92.6560019,2024.0,6.0,24.0,0.0,-197.0,0.25
Louisville,,38.2057621,-85.7588141,2010.0,,,,,
Louisville,,38.2057621,-85.7588141,2011.0,,,,,
Louisville,,38.2057621,-85.7588141,2012.0,14.0,26.0,1.0,115.0,0.5384615384615384
Louisville,,38.2057621,-85.7588141,2013.0,18.0,26.0,1.0,120.0,0.6923076923076923
Louisville,,38.2057621,-85.7588141,2014.0,23.0,26.0,2.0,395.0,0.8846153846153846
Louisville,,38.2057621,-85.7588141,2015.0,21.0,26.0,1.0,421.0,0.8076923076923077
Louisville,,38.2057621,-85.7588141,2016.0,17.0,26.0,1.0,182.0,0.6538461538461539
Louisville,,38.2057621,-85.7588141,2017.0,17.0,26.0,1.0,304.0,0.6538461538461539
Louisville,,38.2057621,-85.7588141,2018.0,17.0,26.0,0.0,383.0,0.6538461538461539
Louisville,,38.2057621,-85.7588141,2019.0,10.0,25.0,0.0,-153.0,0.4
Louisville,,38.2057621,-85.7588141,2020.0,10.0,25.0,1.0,-296.0,0.4
Louisville,,38.2057621,-85.7588141,2021.0,12.0,24.0,1.0,28.0,0.5
Louisville,,38.2057621,-85.7588141,2022.0,10.0,24.0,0.0,88.0,0.4166666666666667
Louisville,,38.2057621,-85.7588141,2023.0,14.0,26.0,1.0,157.0,0.5384615384615384
Louisville,,38.2057621,-85.7588141,2024.0,18.0,27.0,1.0,233.0,0.6666666666666666
LSU,,30.412035,-91.1838163,2010.0,,,,,
LSU,,30.412035,-91.1838163,2011.0,,,,,
LSU,,30.412035,-91.1838163,2012.0,24.0,27.0,1.0,491.0,0.8888888888888888
LSU,,30.412035,-91.1838163,2013.0,23.0,27.0,0.0,501.0,0.8518518518518519
LSU,,30.412035,-91.1838163,2014.0,20.0,26.0,1.0,338.0,0.7692307692307693
LSU,,30.412035,-91.1838163,2015.0,18.0,26.0,1.0,310.0,0.6923076923076923
LSU,,30.412035,-91.1838163,2016.0,17.0,25.0,1.0,234.0,0.68
LSU,,30.412035,-91.1838163,2017.0,17.0,24.0,2.0,254.0,0.7083333333333334
LSU,,30.412035,-91.1838163,2018.0,17.0,25.0,1.0,259.0,0.68
LSU,,30.412035,-91.1838163,2019.0,19.0,26.0,1.0,246.0,0.7307692307692307
LSU,,30.412035,-91.1838163,2020.0,25.0,28.0,3.0,536.0,0.8928571428571429
LSU,,30.412035,-91.1838163,2021.0,20.0,25.0,2.0,369.0,0.8
LSU,,30.412035,-91.1838163,2022.0,11.0,23.0,0.0,-30.0,0.4782608695652174
LSU,,30.412035,-91.1838163,2023.0,16.0,27.0,1.0,167.0,0.5925925925925926
LSU,,30.412035,-91.1838163,2024.0,20.0,27.0,2.0,396.0,0.7407407407407407
Marshall,East,38.4247042,-82.4214412,2010.0,,,,,
Marshall,East,38.4247042,-82.4214412,2011.0,,,,,
Marshall,East,38.4247042,-82.4214412,2012.0,12.0,25.0,1.0,-183.0,0.48
Marshall,East,38.4247042,-82.4214412,2013.0,12.0,25.0,1.0,-114.0,0.48
Marshall,East,38.4247042,-82.4214412,2014.0,15.0,26.0,1.0,243.0,0.5769230769230769
Marshall,East,38.4247042,-82.4214412,2015.0,23.0,28.0,2.0,613.0,0.8214285714285714
Marshall,East,38.4247042,-82.4214412,2016.0,23.0,27.0,2.0,520.0,0.8518518518518519
Marshall,East,38.4247042,-82.4214412,2017.0,13.0,25.0,1.0,70.0,0.52
Marshall,East,38.4247042,-82.4214412,2018.0,11.0,25.0,1.0,-18.0,0.44
Marshall,East,38.4247042,-82.4214412,2019.0,17.0,26.0,2.0,171.0,0.6538461538461539
Marshall,East,38.4247042,-82.4214412,2020.0,17.0,26.0,1.0,93.0,0.6538461538461539
Marshall,East,38.4247042,-82.4214412,2021.0,15.0,23.0,0.0,165.0,0.6521739130434783
Marshall,East,38.4247042,-82.4214412,2022.0,14.0,23.0,0.0,275.0,0.6086956521739131
Marshall,East,38.4247042,-82.4214412,2023.0,16.0,26.0,1.0,230.0,0.6153846153846154
Marshall,East,38.4247042,-82.4214412,2024.0,15.0,26.0,1.0,33.0,0.5769230769230769
Maryland,,38.9903332,-76.9473792,2010.0,,,,,
Maryland,,38.9903332,-76.9473792,2011.0,,,,,
Maryland,,38.9903332,-76.9473792,2012.0,11.0,25.0,1.0,-3.0,0.44
Maryland,,38.9903332,-76.9473792,2013.0,6.0,24.0,0.0,-219.0,0.25
Maryland,,38.9903332,-76.9473792,2014.0,11.0,25.0,0.0,-74.0,0.44
Maryland,,38.9903332,-76.9473792,2015.0,14.0,26.0,0.0,-11.0,0.5384615384615384
Maryland,,38.9903332,-76.9473792,2016.0,10.0,25.0,0.0,-139.0,0.4
Maryland,,38.9903332,-76.9473792,2017.0,9.0,25.0,0.0,-166.0,0.36
Maryland,,38.9903332,-76.9473792,2018.0,10.0,25.0,0.0,-205.0,0.4
Maryland,,38.9903332,-76.9473792,2019.0,9.0,24.0,0.0,-158.0,0.375
Maryland,,38.9903332,-76.9473792,2020.0,8.0,24.0,0.0,-115.0,0.3333333333333333
Maryland,,38.9903332,-76.9473792,2021.0,5.0,17.0,0.0,-155.0,0.29411764705882354
Maryland,,38.9903332,-76.9473792,2022.0,9.0,18.0,1.0,-60.0,0.5
Maryland,,38.9903332,-76.9473792,2023.0,15.0,26.0,2.0,47.0,0.5769230769230769
Maryland,,38.9903332,-76.9473792,2024.0,16.0,26.0,2.0,159.0,0.6153846153846154
Massachusetts,,42.3773244,-72.5360595,2010.0,,,,,
Massachusetts,,42.3773244,-72.5360595,2011.0,,,,,
Massachusetts,,42.3773244,-72.5360595,2012.0,11.0,22.0,0.0,-15.0,0.5
Massachusetts,,42.3773244,-72.5360595,2013.0,6.0,23.0,0.0,-360.0,0.2608695652173913
Massachusetts,,42.3773244,-72.5360595,2014.0,2.0,24.0,0.0,-586.0,0.08333333333333333
Massachusetts,,42.3773244,-72.5360595,2015.0,4.0,24.0,0.0,-324.0,0.16666666666666666
Massachusetts,,42.3773244,-72.5360595,2016.0,6.0,24.0,0.0,-179.0,0.25
Massachusetts,,42.3773244,-72.5360595,2017.0,5.0,24.0,0.0,-257.0,0.20833333333333334
Massachusetts,,42.3773244,-72.5360595,2018.0,6.0,24.0,0.0,-161.0,0.25
Massachusetts,,42.3773244,-72.5360595,2019.0,8.0,24.0,0.0,-136.0,0.3333333333333333
Massachusetts,,42.3773244,-72.5360595,2020.0,5.0,24.0,0.0,-516.0,0.20833333333333334
Massachusetts,,42.3773244,-72.5360595,2021.0,1.0,16.0,0.0,-544.0,0.0625
Massachusetts,,42.3773244,-72.5360595,2022.0,1.0,16.0,0.0,-470.0,0.0625
Massachusetts,,42.3773244,-72.5360595,2023.0,2.0,24.0,0.0,-544.0,0.08333333333333333
Massachusetts,,42.3773244,-72.5360595,2024.0,4.0,24.0,0.0,-399.0,0.16666666666666666
Memphis,,35.1209429,-89.977147,2010.0,,,,,
Memphis,,35.1209429,-89.977147,2011.0,,,,,
Memphis,,35.1209429,-89.977147,2012.0,3.0,24.0,0.0,-531.0,0.125
Memphis,,35.1209429,-89.977147,2013.0,6.0,24.0,0.0,-296.0,0.25
Memphis,,35.1209429,-89.977147,2014.0,7.0,24.0,0.0,-131.0,0.2916666666666667
Memphis,,35.1209429,-89.977147,2015.0,13.0,25.0,1.0,157.0,0.52
Memphis,,35.1209429,-89.977147,2016.0,19.0,26.0,1.0,385.0,0.7307692307692307
Memphis,,35.1209429,-89.977147,2017.0,17.0,26.0,0.0,297.0,0.6538461538461539
Memphis,,35.1209429,-89.977147,2018.0,18.0,26.0,0.0,300.0,0.6923076923076923
Memphis,,35.1209429,-89.977147,2019.0,18.0,27.0,0.0,324.0,0.6666666666666666
Memphis,,35.1209429,-89.977147,2020.0,20.0,28.0,0.0,350.0,0.7142857142857143
Memphis,,35.1209429,-89.977147,2021.0,20.0,25.0,1.0,230.0,0.8
Memphis,,35.1209429,-89.977147,2022.0,14.0,23.0,1.0,44.0,0.6086956521739131
Memphis,,35.1209429,-89.977147,2023.0,13.0,25.0,1.0,131.0,0.52
Memphis,,35.1209429,-89.977147,2024.0,17.0,26.0,2.0,259.0,0.6538461538461539
Miami,,25.9579665,-80.2388604,2010.0,,,,,
Miami,,25.9579665,-80.2388604,2011.0,,,,,
Miami,,25.9579665,-80.2388604,2012.0,13.0,25.0,0.0,150.0,0.52
Miami,,25.9579665,-80.2388604,2013.0,13.0,24.0,0.0,88.0,0.5416666666666666
Miami,,25.9579665,-80.2388604,2014.0,16.0,25.0,0.0,103.0,0.64
Miami,,25.9579665,-80.2388604,2015.0,15.0,26.0,0.0,156.0,0.5769230769230769
Miami,,25.9579665,-80.2388604,2016.0,14.0,26.0,0.0,59.0,0.5384615384615384
Miami,,25.9579665,-80.2388604,2017.0,17.0,26.0,1.0,200.0,0.6538461538461539
Miami,,25.9579665,-80.2388604,2018.0,19.0,26.0,1.0,310.0,0.7307692307692307
Miami,,25.9579665,-80.2388604,2019.0,17.0,26.0,0.0,226.0,0.6538461538461539
Miami,,25.9579665,-80.2388604,2020.0,13.0,26.0,0.0,192.0,0.5
Miami,,25.9579665,-80.2388604,2021.0,14.0,24.0,0.0,148.0,0.5833333333333334
Miami,,25.9579665,-80.2388604,2022.0,15.0,23.0,0.0,145.0,0.6521739130434783
Miami,,25.9579665,-80.2388604,2023.0,12.0,24.0,0.0,30.0,0.5
Miami,,25.9579665,-80.2388604,2024.0,12.0,25.0,0.0,75.0,0.48
Miami (OH),,39.5197009,-84.7330255,2010.0,,,,,
Miami (OH),,39.5197009,-84.7330255,2011.0,,,,,
Miami (OH),,39.5197009,-84.7330255,2012.0,14.0,26.0,1.0,-42.0,0.5384615384615384
Miami (OH),,39.5197009,-84.7330255,2013.0,8.0,24.0,0.0,-158.0,0.3333333333333333
Miami (OH),,39.5197009,-84.7330255,2014.0,4.0,24.0,0.0,-450.0,0.16666666666666666
Miami (OH),,39.5197009,-84.7330255,2015.0,2.0,24.0,0.0,-425.0,0.08333333333333333
Miami (OH),,39.5197009,-84.7330255,2016.0,5.0,24.0,0.0,-283.0,0.20833333333333334
Miami (OH),,39.5197009,-84.7330255,2017.0,9.0,25.0,0.0,-181.0,0.36
Miami (OH),,39.5197009,-84.7330255,2018.0,11.0,25.0,0.0,-8.0,0.44
Miami (OH),,39.5197009,-84.7330255,2019.0,11.0,24.0,0.0,35.0,0.4583333333333333
Miami (OH),,39.5197009,-84.7330255,2020.0,14.0,26.0,0.0,-25.0,0.5384615384615384
Miami (OH),,39.5197009,-84.7330255,2021.0,10.0,17.0,0.0,-50.0,0.5882352941176471
Miami (OH),,39.5197009,-84.7330255,2022.0,9.0,16.0,1.0,82.0,0.5625
Miami (OH),,39.5197009,-84.7330255,2023.0,13.0,26.0,1.0,45.0,0.5
Miami (OH),,39.5197009,-84.7330255,2024.0,17.0,27.0,0.0,105.0,0.6296296296296297
Michigan,,42.2658365,-83.7486956,2010.0,,,,,
Michigan,,42.2658365,-83.7486956,2011.0,,,,,
Michigan,,42.2658365,-83.7486956,2012.0,18.0,26.0,1.0,175.0,0.6923076923076923
Michigan,,42.2658365,-83.7486956,2013.0,19.0,26.0,1.0,337.0,0.7307692307692307
Michigan,,42.2658365,-83.7486956,2014.0,15.0,26.0,0.0,200.0,0.5769230769230769
Michigan,,42.2658365,-83.7486956,2015.0,12.0,25.0,0.0,52.0,0.48
Michigan,,42.2658365,-83.7486956,2016.0,15.0,25.0,1.0,177.0,0.6
